unique_id,repo,key,scope,complexity,Backport Commit,date,message
sql_3550_2.19-dev,sql,3550_2.19-dev,S3,C5,220f7bb126cd6c3bb7ed71a7b8e28e8b76508b32,2025-09-12 17:09:18+00:00,Speed up aggregation pushdown for single group-by expression (#3550) (#4285)
sql_4228_2.19-dev,sql,4228_2.19-dev,S3,C5,2c4d41cb5cdceceb703c530b44131f44bc37048f,2025-09-11 22:50:19+00:00,[Backport 2.19-dev] Push down limit operator into aggregation bucket size (#4228) (#4271)
sql_4071_2.19-dev,sql,4071_2.19-dev,S3,C3,9a2643b5c5c91fda4d18cb3ae9795e85cc39f16f,2025-09-11 16:31:03+00:00,[Backport 2.19-dev] Support pushdown sort by simple expressions (#4071) (#4243)
sql_3803_2.19-dev,sql,3803_2.19-dev,S3,C5,aa13ebfb60342c776259f43c9b88cb25a93aa768,2025-09-10 15:24:18+00:00,Support join field list and join options (#3803) (#4267)
sql_3993_2.19-dev,sql,3993_2.19-dev,S3,C3,f662af8d8b222097aff7d6d9f7e3a8578a166da6,2025-09-05 20:04:30+00:00,[Backport 2.19-dev] Support timechart command with Calcite (#3993) (#4232)
sql_4166_2.19-dev,sql,4166_2.19-dev,S3,C4,784c303c8e1da4d9e495dd76625ecd6aaaef372b,2025-09-05 16:09:27+00:00,[Backport 2.19-dev] Pushdown earliest/latest aggregate functions (#4166) (#4225)
sql_4161_2.19-dev,sql,4161_2.19-dev,S3,C3,e3080fbda2a39339383621eab9aa889ef0a63bee,2025-09-04 20:36:17+00:00,Add support for `list()` multi-value stats function (#4161) (#4226)
sql_4100_2.19-dev,sql,4100_2.19-dev,S3,C3,be664e0ddab031dafbf24ef00018064b9905e8be,2025-09-04 16:45:34+00:00,Add EARLIEST/LATEST aggregate functions for PPL (#4100) (#4221)
sql_4084_2.19-dev,sql,4084_2.19-dev,S3,C5,9de859315defcd7229c6444b63e3428032e4be6a,2025-09-03 20:51:47+00:00,[Backport 2.19-dev] Support distinct_count/dc in eventstats (#4122)
sql_4092_2.19-dev,sql,4092_2.19-dev,S3,C3,51654d8613a3706993f08fd404e4a26b36c6639f,2025-08-28 16:58:42+00:00,Add regex_match function for PPL with Calcite engine support (#4092) (#4156)
sql_4044_2.19-dev,sql,4044_2.19-dev,S3,C5,0591243c5ff276dd2bbd2b71c57b676e2b697ca3,2025-08-26 09:29:09+00:00,"Allow type checkering on nested & struct fields for isnull, isnotnull, and ispresent (#4044) (#4110)"
sql_3983_2.19-dev,sql,3983_2.19-dev,S3,C5,087f22f85086a3db865965da0bb58c2e8965acf7,2025-08-25 16:04:32+00:00,[Backport 2.19-dev] ResourceMonitor only checks the memory health by calculating the memory usage after GC of old gen in v3 (#3983) (#4105)
sql_4055_2.19-dev,sql,4055_2.19-dev,S3,C3,f10ffd50a08f0b167b4d684798456bf7d0b419d9,2025-08-22 03:37:30+00:00,Filter expression with `OR isnull(x)` should be pushed down (#4055) (#4098)
sql_3972_2.19-dev,sql,3972_2.19-dev,S3,C3,ff12f812698620fb31f8dc51fecc088dd472158d,2025-08-21 02:04:03+00:00,[Backport 2.19-dev] Support pushdown dedup with Calcite (#3972) (#4081)
sql_3959_2.19-dev,sql,3959_2.19-dev,S3,C5,5f9e5748bf8a34924942d271a0f8fb1424827119,2025-08-20 09:41:26+00:00,Push down IP comparison as range query with Calcite (#3959) (#4080)
sql_3982_2.19-dev,sql,3982_2.19-dev,S3,C4,ab211df6d617d501d5d1fae90a232bc689de169f,2025-08-19 06:08:44+00:00,Fix DOUBLE to STRING cast rendering zero values in scientific notation (#3982) (#4062)
sql_4024_2.19-dev,sql,4024_2.19-dev,S3,C5,54f12871626ed311ce201dd13d0ebc9c8a262a2b,2025-08-18 17:12:24+00:00,Implement type checking for aggregation functions with Calcite (#4024) (#4054)
sql_3930_2.19-dev,sql,3930_2.19-dev,S3,C3,d682985dd17eb32347308118062e4b227e431bd6,2025-08-13 20:59:51+00:00,Skip script encoding when run explain with  'extended' (#3930) (#4030)
sql_3914_2.19-dev,sql,3914_2.19-dev,S3,C5,0c0c89ddf7b4af1263ae698bb767e10d00c148ed,2025-08-06 03:13:12+00:00,Support function argument coercion with Calcite (#3914) (#3968)
sql_3952_2.19-dev,sql,3952_2.19-dev,S3,C3,112cd922ceea900e7d87ac0d3dbd964ce9e638ac,2025-08-05 16:05:41+00:00,Disable a failed PPL query fallback to v2 by default (#3952) (#3977)
sql_3928_2.19-dev,sql,3928_2.19-dev,S3,C5,4bd23cfafcc13d92a798489658cd6319f4dc776e,2025-07-31 18:11:19+00:00,[Backport 2.19-dev] Byte number should treated as Long in doc values (#3928) (#3955)
sql_3915_2.19-dev,sql,3915_2.19-dev,S3,C5,6b12b4dcef04c024971feeeeceb16afd55d1c1b8,2025-07-31 17:47:56+00:00,[Backport 2.19-dev] Convert like function call to wildcard query for Calcite filter pushdown (#3915) (#3954)
sql_3831_2.19-dev,sql,3831_2.19-dev,S3,C5,837f97dcbd288211b864af90696fe0086f73360b,2025-07-31 03:21:27+00:00,Support casting date literal to timestamp (#3831) (#3939)
sql_3916_2.19-dev,sql,3916_2.19-dev,S3,C5,150a2136a767ac6ad4671a06aa7825b24497c134,2025-07-29 16:17:39+00:00,[Backport 2.19-dev] Support aggregation push down with scripts (#3916)  (#3926)
sql_3859_2.19-dev,sql,3859_2.19-dev,S3,C3,0878a3b22ff360cad837771c51fc1288a5f62583,2025-07-25 20:33:44+00:00,[Backport 2.19-dev] Filter script pushdown with RelJson serialization in Calcite (#3859) (#3905)
sql_3849_2.19-dev,sql,3849_2.19-dev,S3,C3,b98c7f6c656b8cc96197e5065f134bb4cb055c4f,2025-07-22 22:06:25+00:00,Support full expression in WHERE clauses (#3849) (#3904)
sql_3850_2.19-dev,sql,3850_2.19-dev,S3,C4,c2a2844f6a4baa54d89482fd725ca83e4e40202a,2025-07-21 18:42:18+00:00,Support partial filter push down (#3850) (#3899)
sql_3864_2.19-dev,sql,3864_2.19-dev,S3,C5,243cb99b66d91cc85ccdf49c87bfee364fd9cba3,2025-07-21 18:41:48+00:00,[Backport 2.19-dev] Support pushdown physical sort operator to speedup SortMergeJoin (#3864) (#3889)
sql_3821_2.19-dev,sql,3821_2.19-dev,S3,C5,fe5eb74fccc74ccf20bfd3507eb13ac8fa28c632,2025-07-15 06:36:07+00:00,[Backport 2.19-dev] Add compare_ip operator udfs (#3821) (#3874)
sql_3860_2.19-dev,sql,3860_2.19-dev,S3,C5,5e36b3868bd4b86ad99ed35663b94b37e867f6e5,2025-07-14 23:22:07+00:00,Add ClickBench IT Suite (#3860) (#3871)
sql_3840_2.19-dev,sql,3840_2.19-dev,S3,C3,52e5b9680551c1d09a17260b5283ed4bc8eba92f,2025-07-08 15:22:49+00:00,[Backport 2.19-dev] Support filter push down for Sarg value #3840 (#3847)
sql_3823_2.19-dev,sql,3823_2.19-dev,S3,C5,c3516e4b1c524ddf9d8a5f8ff22ebe9d38cf31a9,2025-07-03 15:42:24+00:00,[Backport 2.19-dev] Support span push down (#3823) (#3841)
sql_3835_2.19-dev,sql,3835_2.19-dev,S3,C3,4841c5742dfc90234d28d97203f5130afbac5815,2025-07-02 22:17:33+00:00,Correct null order for `sort` command with Calcite (#3835) (#3843)
sql_3571_3.0,sql,3571_3.0,S3,C3,8647ec0f6e263fc607e2c9ed1965fcd4bbf9c3a9,2025-04-25 15:14:37+00:00,New added commands should throw exception when calcite disabled (#3571) (#3582)
sql_3299_2.x,sql,3299_2.x,S3,C5,d451079ecd9e7206ed9effd21e0810c853ea50e5,2025-02-05 23:19:27+00:00,Fixed week of week based year handling (#3299) (#3303)
sql_3063_main,sql,3063_main,S3,C5,95a16436a43ae474ca06aa1011081e3f3fc62ee9,2024-11-14 18:01:44+00:00,Fix coverage issue for #3063 (#3155)
sql_3079_2.x,sql,3079_2.x,S3,C5,1be7b30b2a820f59ce690937ca4def596345b846,2024-11-06 18:35:37+00:00,[Backport 2.x] Fix a regression issue of parsing datetime string with custom time format in Span (#3079) (#3146)
sql_3080_2.x,sql,3080_2.x,S3,C3,81e835bc85b4f7c31dd2cb1aaaa955527b5be1cd,2024-10-25 22:37:23+00:00,[Manual Backport] Improve error handling for some more edge cases (#3080) (#3115)
sql_2790_2.x,sql,2790_2.x,S3,C3,d50a141d62589e2ac772903b2e8b792093dcda07,2024-08-01 20:07:55+00:00,Restrict UDF functions (#2790) (#2884)
sql_2774_2.x,sql,2774_2.x,S3,C1,fe3d1a88dee6eb6b87276a188befc163c30d1417,2024-07-16 16:46:20+00:00,Introduce SparkParameterComposerCollection (#2774) (#2824)
sql_2737_2.x,sql,2737_2.x,S3,C5,c233ada8d3f8e469a1b6fad0df846e73da44b3e2,2024-06-13 21:29:48+00:00,[Backport 2.x] Move classes from spark to async-query-core and async-query (#2737) (#2750)
sql_2733_2.x,sql,2733_2.x,S3,C1,f1523d51245f391787a72bc765974618a8efd18e,2024-06-13 19:00:07+00:00,Scaffold async-query-core and async-query module (#2733) (#2751)
sql_2715_2.x,sql,2715_2.x,S3,C1,88116bb54248e83da3b1aa8462285fa6f7c1f966,2024-06-07 22:40:06+00:00,Pass down request context to data accessors (#2715) (#2725)
sql_2638_main,sql,2638_main,S3,C5,60c4d506e755fc5155a5a9b0115d1845e86349d0,2024-06-06 00:36:19+00:00,"Revert ""Delete Spark datasource (#2638)"" (#2692)"
sql_2691_2.x,sql,2691_2.x,S3,C3,1768eb6617c46618679a02510aa6afb8593102a1,2024-05-24 19:35:13+00:00,Provide a way to modify spark parameters (#2691) (#2694)
sql_2677_2.x,sql,2677_2.x,S3,C5,fa6d8242ec8f1da9f8575c6f142f2c879a44ccfe,2024-05-20 20:56:36+00:00,[Backport 2.x] Make models free of XContent (#2677) (#2684)
sql_2636_2.x,sql,2636_2.x,S3,C5,14154a9b33da75ce7034078f3e38a94f6734b5f1,2024-05-14 17:40:55+00:00,[Backport 2.x] Refactor SparkQueryDispatcher (#2636) (#2669)
sql_2587_2.x,sql,2587_2.x,S3,C3,4d540788dd70850a08427aa0c651e5021e0eec78,2024-03-25 19:24:56+00:00,Bug Fix: Escape query in spark submit parameter (#2587) (#2592)
sql_2554_2.x,sql,2554_2.x,S3,C3,8e25dd9627db4bed8c42b4f481c2497766beabf3,2024-03-19 00:45:51+00:00,Handle ALTER Index Queries in SQL Plugin (#2554) (#2560)
sql_2539_2.x,sql,2539_2.x,S3,C3,89c823439ba3e85ee52b7c511730237ab8565a0d,2024-03-12 20:52:34+00:00,Datasource disable feature (#2539) (#2552)
