unique_id,repo,key,scope,complexity,Backport Commit,date,message
hadoop_7089_branch-3.4,hadoop,7089_branch-3.4,S3,C3,db00daabbacddccadc88161cfbefa98be63d1103,2024-10-08 17:39:40+00:00,HADOOP-19295. S3A: large uploads can timeout over slow links (#7089) (#7100)
hadoop_6961_branch-3.4,hadoop,6961_branch-3.4,S3,C1,d56e7153b11b1e5a5116f67e8af380136e57aabe,2024-08-03 06:12:33+00:00,HADOOP-19237. Upgrade to dnsjava 3.6.1 due to CVEs (#6961) (#6971)
hadoop_6789_branch-3.4,hadoop,6789_branch-3.4,S3,C3,414c4a2529a6725888eea2b6740ca7bbbc8a6f1d,2024-07-29 15:06:30+00:00,"HADOOP-19161. S3A: option ""fs.s3a.performance.flags"" to take list of performance flags (#6789) (#6966)"
hadoop_6873_branch-3.3,hadoop,6873_branch-3.3,S3,C5,745afa8ceb5dc88ce97d89d24c2236bd2ecb9e98,2024-06-26 16:52:07+00:00,HDFS-17546. Implementing HostsFileReader timeout (#6873) (#6891)
hadoop_6716_branch-3.3,hadoop,6716_branch-3.3,S3,C5,1025c442b99f9940bce5a9bf76ccbba2448c390e,2024-05-15 15:24:50+00:00,MAPREDUCE-7474. Improve Manifest committer resilience (#6716) (#6825)
hadoop_6596_trunk,hadoop,6596_trunk,S3,C5,c9270600b7ea6089c1bb7f3c96a6c92935f3de03,2024-05-13 20:12:34+00:00,MAPREDUCE-7474. Improve Manifest committer resilience (#6716)
hadoop_6732_branch-3.3,hadoop,6732_branch-3.3,S3,C4,75ad60ba99bdb4bd044879af20cab4f368866613,2024-04-27 12:32:28+00:00,YARN-11191. Fix potentional deadlock in GlobalScheduler refreshQueues (#6732) (#6769) Contributed by Tamas Domok
hadoop_6725_branch-3.3,hadoop,6725_branch-3.3,S3,C3,efc53d87252af3b2455d4c38df08d8d850d1879f,2024-04-23 00:14:03+00:00,YARN-11684. Fix general contract violation in PriorityQueueComparator. (#6754) Contributed by Tamas Domok.
hadoop_6701_branch-3.3,hadoop,6701_branch-3.3,S3,C5,a222330e8483ec50cc58789ebce3df1c07250661,2024-04-10 11:11:06+00:00,HADOOP-19098. Vector IO: Specify and validate ranges consistently. #6604
hadoop_6406_branch-3.4,hadoop,6406_branch-3.4,S3,C3,e40f696c448dcf9cf7ab33ab94d06812fb7df09b,2024-02-09 14:29:40+00:00,HADOOP-18980. S3A credential provider remapping: make extensible (#6406)
hadoop_6301_branch-3.4,hadoop,6301_branch-3.4,S3,C3,56f3bd998b1fd4ed5c1c1e60b9f5e7f7c32a176a,2024-02-07 14:30:19+00:00,HADOOP-18993. Add option fs.s3a.classloader.isolation (#6301)
hadoop_6479_branch-3.4,hadoop,6479_branch-3.4,S3,C3,45eca9e107a316816f394d9a17e7454a0ea8e829,2024-02-03 14:44:23+00:00,HADOOP-19044. S3A: AWS SDK V2 - Update region logic (#6479)
hadoop_6240_branch-3.3,hadoop,6240_branch-3.3,S3,C3,585f9667e4b36c6347ec70d646d9ae4f216cfabb,2024-01-21 03:53:55+00:00,HADOOP-18959. Use builder for prefetch CachingBlockManager. (#6240) (#6302) Contributed by Viraj Jasani.
hadoop_6221_branch-3.3,hadoop,6221_branch-3.3,S3,C5,c57f9323fa6fc9974fbc637f2a8f68835e7543d9,2024-01-03 12:53:02+00:00,HADOOP-17912. ABFS: Support for Encryption Context (#6221)
